City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
5866583,Saint Paul Harbor,US,57.79,-152.41,35.6,74,20,10.29
3372707,Ribeira Grande,PT,38.52,-28.7,61.63,71,99,10.29
3137469,Sørland,NO,67.67,12.69,37.81,77,94,8.7
3424607,Tasiilaq,GL,65.61,-37.64,24.8,68,98,3.36
2110227,Butaritari,KI,3.07,172.79,81.81,81,50,17.83
6170031,Tuktoyaktuk,CA,69.45,-133.04,-14.8,83,20,11.41
1789065,Ankang,CN,32.68,109.02,34.25,80,37,0.87
5735238,Klamath Falls,US,42.22,-121.78,35.2,98,75,3.36
3831208,Qaanaaq,GL,77.48,-69.36,-0.26,67,0,7.67
1492255,Sherbakul',RU,54.63,72.4,1.4,77,77,2.24
2022572,Khatanga,RU,71.97,102.5,-35.73,84,50,1.28
5880054,Barrow,US,71.29,-156.79,-5.8,76,1,23.04
2112309,Katsuura,JP,35.13,140.3,43.65,28,20,6.93
5793271,East Wenatchee,US,47.42,-120.29,34.21,80,90,3.38
5367788,Lompoc,US,34.64,-120.46,57.61,54,1,14.99
2521582,Arona,ES,28.1,-16.68,64.13,68,75,8.05
5106841,Albany,US,42.6,-73.97,25.81,38,27,1.99
3374210,São Filipe,CV,14.9,-24.5,73.58,75,16,9.42
1507390,Dikson,RU,73.51,80.55,-21.35,85,0,2.17
5122534,Jamestown,US,42.1,-79.24,23.94,67,90,6.44
489043,Staraya Toropa,RU,56.28,31.67,28.6,98,95,6.51
5983720,Iqaluit,CA,63.75,-68.51,19.2,79,90,11.41
2126710,Beringovskiy,RU,63.05,179.32,13.39,95,99,9.8
3420846,Qaqortoq,GL,60.72,-46.03,37.4,37,0,25.28
5847411,Kahului,US,20.89,-156.47,77.11,61,40,20.8
2325200,Oyo,NG,7.85,3.93,75.92,82,60,4.27
217562,Butembo,CD,0.15,29.28,56.68,76,86,2.86
6089245,Norman Wells,CA,65.28,-126.83,-20.2,82,75,16.11
4675577,Bonham,US,33.58,-96.18,35.83,93,90,5.82
3418910,Upernavik,GL,72.79,-56.15,13.01,78,0,6.64
5882953,Aklavik,CA,68.22,-135.01,-9.4,83,90,11.41
2126199,Cherskiy,RU,68.75,161.3,-16.01,89,94,5.5
5546220,Saint George,US,37.1,-113.58,48.2,29,1,4.7
286621,Salalah,OM,17.02,54.09,69.8,52,0,6.93
2510725,Tacoronte,ES,28.48,-16.41,59.74,93,75,11.41
5855927,Hilo,US,19.73,-155.09,74.89,65,90,8.05
778707,Mehamn,NO,71.04,27.85,34.29,88,96,11.01
2126123,Chokurdakh,RU,70.63,147.92,-25.42,87,95,3.62
2015306,Tiksi,RU,71.69,128.87,-25.22,85,19,4.79
2656405,Banchory,GB,57.05,-2.49,40.35,86,66,5.82
504269,Pudozh,RU,61.81,36.53,27.37,99,99,5.84
780687,Berlevåg,NO,70.86,29.09,33.57,91,99,7.38
3421319,Nuuk,GL,64.18,-51.72,28.2,79,91,6.93
4301317,Morehead,US,37.27,-87.18,39.58,55,90,4.7
70979,Sayyan,YE,15.17,44.32,42.21,59,15,1.34
1706466,Ligayan,PH,4.65,119.47,82.83,76,67,9.8
2120047,Ust'-Omchug,RU,61.15,149.63,-20.42,82,88,9.46
4362001,Mayo,US,38.89,-76.51,35.89,55,1,4.7
3414079,Olafsvik,IS,64.89,-23.71,38.03,83,68,33.71
3374333,Praia,CV,14.92,-23.51,71.6,68,40,12.75
1855540,Naze,JP,28.37,129.48,58.08,71,75,9.17
6165406,Thompson,CA,55.74,-97.86,-16.6,75,75,3.36
4031574,Provideniya,RU,64.38,-173.3,19.4,79,90,13.42
1562414,Vung Tau,VN,10.35,107.08,77.61,84,53,3.2
546105,Nikolskoye,RU,59.7,30.79,29.73,100,90,6.71
6137462,Saint-Augustin,CA,51.23,-58.65,30.87,98,100,18.79
5500539,Boulder City,US,35.98,-114.83,51.64,23,1,9.17
1267390,Kavaratti,IN,10.57,72.64,81.34,64,0,5.46
1528998,Yumen,CN,40.28,97.2,9.66,87,71,1.59
1698289,Pundaguitan,PH,6.37,126.17,82.09,73,100,7.65
1906687,Prachin Buri,TH,14.08,101.67,73.17,83,79,6.49
1272140,Dwārka,IN,22.24,68.97,68.76,45,0,18.61
5848280,Kapaa,US,22.08,-159.32,78.69,74,40,13.87
522945,Neftegorsk,RU,52.8,51.17,18.68,96,100,10.58
5282297,Bethel,US,41.37,-73.41,28.85,42,1,4.7
2028164,Deputatsky,RU,69.3,139.9,-29.58,87,99,1.66
1852357,Shimoda,JP,34.67,138.95,42.19,56,20,17.22
6111862,Port Hardy,CA,50.7,-127.42,45.3,93,90,6.93
2027042,Batagay-Alyta,RU,67.8,130.41,-30.95,51,50,0.67
520798,Nizhniy Baskunchak,RU,48.22,46.83,26.73,86,97,11.59
1490256,Talnakh,RU,69.49,88.4,-4.0,76,75,17.9
2120591,Tilichiki,RU,60.47,166.1,2.61,95,98,14.29
6167817,Torbay,CA,47.67,-52.73,32.05,89,75,36.91
5601615,Mountain Home,US,43.13,-115.69,32.0,86,90,13.87
1254046,Tura,IN,25.52,90.22,58.57,86,0,3.24
1525988,Ayagoz,KZ,47.97,80.44,2.43,90,29,4.09
2126785,Belaya Gora,RU,68.53,146.42,-25.31,86,96,4.21
3382160,Cayenne,GF,4.93,-52.33,77.0,94,100,2.24
2643044,Margate,GB,51.38,1.39,48.99,84,16,3.0
5866063,Kenai,US,60.55,-151.26,26.71,86,90,2.04
5431716,Montrose,US,38.42,-108.27,27.34,63,44,5.99
4013679,Coahuayana Viejo,MX,18.73,-103.68,78.8,65,75,11.41
1529484,Kumul,CN,42.8,93.45,12.4,75,0,1.21
4012707,Cosalá,MX,24.41,-106.69,68.77,57,0,3.18
3516171,Barra de Tecoanapa,MX,16.52,-98.75,80.24,74,98,9.1
2450173,Taoudenni,ML,22.68,-3.98,67.71,24,9,9.15
485064,Syumsi,RU,57.11,51.61,15.98,95,100,7.58
1819729,Hong Kong,HK,22.29,114.16,53.64,77,93,8.86
1735106,George Town,MY,5.41,100.34,76.14,88,20,2.24
5391791,San Clemente,US,33.43,-117.61,64.06,62,0,4.0
5969025,Haines Junction,CA,60.75,-137.51,6.8,84,100,1.12
5972762,Hay River,CA,60.82,-115.8,-16.6,75,100,4.7
3082704,Wałcz,PL,53.28,16.47,37.51,89,99,8.43
1855342,Nishihara,JP,26.18,127.76,58.12,71,90,8.05
3421193,Paamiut,GL,61.99,-49.67,31.5,84,43,11.05
2276492,Harper,LR,4.38,-7.72,78.01,85,93,5.5
5126194,Massena,US,44.93,-74.89,10.02,60,40,4.7
3985710,Cabo San Lucas,MX,22.89,-109.91,73.33,68,20,11.41
1516048,Khovd,MN,48.01,91.64,-0.54,85,46,0.98
2034615,Tahe,CN,52.33,124.73,-12.66,80,0,4.21
4470244,Havelock,US,34.88,-76.9,43.9,70,90,16.11
1513491,Yangi Marg`ilon,UZ,40.43,71.72,32.0,90,90,2.24
2120612,Tigil',RU,57.8,158.67,18.73,93,19,8.21
6078372,Moose Factory,CA,51.26,-80.61,-11.2,76,1,8.05
2121385,Severo-Kuril'sk,RU,50.68,156.12,32.41,90,88,21.83
5477090,Lovington,US,32.94,-103.35,42.6,28,20,25.28
2278158,Buchanan,LR,5.88,-10.05,77.0,94,75,5.82
1856392,Muroto-misakicho,JP,33.28,134.15,30.2,80,20,4.7
4016734,Bucerías,MX,20.75,-105.33,77.0,73,75,6.93
2030065,Mandalgovi,MN,45.76,106.27,0.97,81,0,10.6
2013279,Vostok,RU,46.49,135.88,-14.21,88,100,6.13
2669047,Timrå,SE,62.49,17.33,37.4,100,100,1.12
1580410,Hong Gai,VN,20.96,107.09,55.4,76,75,8.05
72181,Marzuq,YE,14.4,46.47,49.41,46,2,1.43
5712169,Baker City,US,44.77,-117.83,30.33,69,90,16.11
5919850,Chapais,CA,49.78,-74.85,-13.0,75,1,6.93
5710360,Winnemucca,US,40.97,-117.74,33.8,80,90,11.41
1785036,Zhangye,CN,38.93,100.45,11.59,84,1,1.32
6078737,Morrisburg,CA,44.9,-75.18,10.45,60,40,4.7
3372760,Praia da Vitória,PT,38.73,-27.07,57.54,87,40,10.89
371745,Kutum,SD,14.2,24.67,58.06,33,30,6.55
2409914,Bonthe,SL,7.53,-12.51,79.93,83,80,6.11
141736,Bam,IR,29.11,58.36,43.65,53,0,2.33
2019867,Mokhsogollokh,RU,61.47,128.92,-41.04,81,75,1.97
2264557,Ponta do Sol,PT,32.67,-17.1,58.71,72,20,4.7
6185377,Yellowknife,CA,62.46,-114.35,-31.88,73,20,8.05
3147104,Løding,NO,67.3,14.75,33.4,74,40,8.05
2685750,Östersund,SE,63.18,14.64,27.3,100,84,1.63
2415702,Siguiri,GN,11.67,-9.5,76.62,30,81,2.15
5733351,Jackson,US,42.42,-122.83,44.51,75,90,4.7
1226260,Trincomalee,LK,8.57,81.23,78.22,82,46,8.16
6096551,Pangnirtung,CA,66.15,-65.71,8.6,65,20,5.82
3421765,Nanortalik,GL,60.14,-45.24,26.91,88,0,9.08
1488903,Turukhansk,RU,65.82,87.98,-8.79,91,100,9.98
121240,Pāveh,IR,35.04,46.36,38.53,87,100,9.48
5411479,Alamosa,US,37.47,-105.87,26.6,45,1,12.75
5711847,Astoria,US,46.19,-123.83,50.0,81,90,11.41
2751455,Gemeente Loon op Zand,NL,51.64,5.05,42.03,93,0,5.82
2656281,Barnstaple,GB,51.08,-4.06,50.4,87,100,11.99
1529651,Altay,CN,47.87,88.12,4.64,76,39,1.77
725988,Velingrad,BG,42.03,24.0,36.97,80,4,2.08
2013865,Ust'-Uda,RU,54.17,103.03,13.39,96,100,3.29
1524801,Shīeli,KZ,44.17,66.75,18.66,86,0,4.23
1919088,Yongchang,CN,30.04,119.73,33.66,76,0,2.46
3981391,Tomatlán,MX,19.93,-105.25,74.41,76,0,4.65
1255870,Sohna,IN,28.25,77.07,48.2,93,0,5.61
3372472,Vila Franca do Campo,PT,37.72,-25.43,60.8,63,40,12.75
544397,Kortkeros,RU,61.81,51.58,17.6,85,75,8.95
49747,Oddur,SO,4.12,43.89,69.17,54,0,14.76
1168700,Ormara,PK,25.21,64.64,63.99,29,0,11.27
111421,Zarand,IR,30.81,56.56,42.91,61,0,3.65
2470260,Djebeniana,TN,35.03,10.91,51.8,76,20,4.7
1786657,Yinchuan,CN,38.47,106.27,15.06,77,0,3.27
5193011,Hazleton,US,40.96,-75.97,25.72,63,1,4.7
2338660,Yaan,NG,7.38,8.57,81.27,59,69,7.56
5563839,Fortuna,US,40.6,-124.16,50.99,92,95,5.99
2026160,Borogontsy,RU,62.67,131.17,-49.97,76,85,2.46
2698729,Kungsbacka,SE,57.49,12.08,44.11,100,90,4.7
2023350,Kabansk,RU,52.05,106.65,-16.6,75,20,6.02
1529102,Ürümqi,CN,43.8,87.6,-4.0,83,75,0.25
4160021,Jacksonville,US,30.33,-81.66,55.44,87,90,14.99
8125787,Bobcaygeon,CA,44.55,-78.54,13.78,61,1,4.7
3423146,Ilulissat,GL,69.22,-51.1,26.6,49,80,19.46
2644210,Liverpool,GB,53.41,-2.98,44.71,87,78,12.75
57000,Hobyo,SO,5.35,48.53,76.57,74,7,18.34
2654728,Bridlington,GB,54.08,-0.19,42.6,93,60,4.7
5924351,Clyde River,CA,70.47,-68.59,-0.4,77,20,24.16
2640377,Penzance,GB,50.12,-5.54,51.8,87,100,28.86
2122389,Ossora,RU,59.24,163.07,14.81,95,100,17.58
1625908,Sungai Raya,ID,0.7,108.9,78.55,85,100,5.32
5044290,Saint Anthony,US,45.02,-93.22,24.06,41,75,8.05
3994535,Ocampo,MX,21.65,-101.5,59.61,36,36,18.12
6164499,The Pas,CA,53.83,-101.25,-0.4,84,90,6.93
3412093,Vestmannaeyjar,IS,63.44,-20.27,43.0,77,85,15.73
2290486,Daloa,CI,6.88,-6.45,73.51,94,60,3.31
4031637,Lavrentiya,RU,65.58,-171.0,16.86,96,100,12.8
1734313,Paka,MY,4.64,103.44,77.0,94,90,3.36
2018735,Nyurba,RU,63.28,118.33,-15.59,88,85,4.5
3674676,Mitú,CO,1.2,-70.17,73.74,95,100,2.15
1791636,Weinan,CN,34.5,109.51,31.41,92,83,4.47
1506268,Gornopravdinsk,RU,60.05,69.9,11.91,96,99,5.32
5557293,Sitka,US,57.05,-135.33,46.4,52,75,14.99
1798654,Pingxiang,CN,27.62,113.85,36.5,85,100,0.78
3714336,Barranco,PA,9.52,-82.7,78.8,83,0,3.36
524100,Muyezerskiy,RU,63.93,31.65,29.46,98,100,9.42
2012530,Zhigansk,RU,66.77,123.37,-40.7,80,58,5.3
3421719,Narsaq,GL,60.92,-46.05,37.4,37,0,25.28
1259385,Port Blair,IN,11.67,92.75,80.37,84,100,9.13
3628473,San Cristobal,VE,7.77,-72.22,82.4,69,40,4.7
1790471,Xiangxiang,CN,27.73,112.53,34.02,91,100,4.63
2017155,Saskylakh,RU,71.92,114.08,-31.0,83,15,4.21
2019118,Nizhniy Tsasuchey,RU,50.52,115.13,-3.19,87,0,3.24
5905393,Bonavista,CA,48.65,-53.11,26.6,86,99,17.22
296895,Yerköy,TR,39.64,34.47,44.69,83,90,3.91
2125693,Evensk,RU,61.95,159.23,7.38,82,97,20.2
1217662,Romitan,UZ,39.93,64.38,15.8,100,90,2.24
5972291,Havre-St-Pierre,CA,50.23,-63.6,8.6,60,1,13.87
2122090,Pevek,RU,69.7,170.31,12.04,91,97,10.25
3135728,Straumen,NO,63.87,11.3,36.48,92,75,3.36
258175,Lixouri,GR,38.2,20.43,57.15,66,5,0.83
1505965,Igrim,RU,63.19,64.42,9.09,96,100,5.44
1510377,Belyy Yar,RU,53.6,91.39,21.2,57,0,4.47
2520645,Cabra,ES,37.47,-4.44,46.0,82,11,3.58
110690,Faya,SA,18.39,42.45,50.9,71,0,3.36
2127060,Arman',RU,59.7,150.17,-1.07,83,99,18.81
1524889,Chardara,KZ,41.25,67.97,28.87,91,0,5.06
4021858,Guerrero Negro,MX,27.98,-114.06,67.84,33,0,10.85
3128760,Barcelona,ES,41.39,2.16,52.95,81,0,5.82
2294915,Takoradze,GH,4.88,-1.76,78.19,89,90,8.59
556268,Ostrovnoy,RU,68.05,39.51,19.4,95,100,18.03
731675,Elin Pelin,BG,42.67,23.6,41.05,93,90,4.7
1259395,Porbandar,IN,21.64,69.61,65.34,57,2,14.47
3667158,Tierralta,CO,8.17,-76.06,77.02,89,59,4.45
1280037,Shache,CN,38.42,77.24,21.76,96,64,5.61
609924,Emba,KZ,48.83,58.14,14.94,83,1,5.95
3530617,Cintalapa,MX,16.7,-93.73,71.83,72,53,3.22
543246,Kozhva,RU,65.11,57.05,11.98,96,99,8.19
1264976,Leh,IN,34.17,77.58,3.15,74,70,0.69
3115824,Muros,ES,42.78,-9.06,54.07,93,100,1.01
3489657,Lucea,JM,18.45,-78.17,79.77,78,20,6.93
5554428,Ketchikan,US,55.34,-131.65,41.0,86,90,17.22
4944903,Nantucket,US,41.28,-70.1,34.86,29,1,13.87
342856,Bako,ET,5.78,36.57,64.54,47,2,3.51
3577154,Oranjestad,AW,12.52,-70.03,80.6,83,20,12.75
6457397,Bose,IT,45.46,8.01,44.02,80,100,3.04
2729907,Longyearbyen,SJ,78.22,15.64,6.8,55,0,21.92
5110365,Broome,US,42.25,-75.83,21.34,73,1,6.93
5915327,Cap-aux-Meules,CA,47.38,-61.86,24.8,92,100,36.91
1501690,Krutinka,RU,56.01,71.51,10.15,95,98,9.01
417594,Shahreza,IR,32.03,51.88,39.88,67,0,2.08
2630299,Hofn,IS,64.25,-15.21,39.2,91,100,21.14
5850554,Makakilo City,US,21.35,-158.09,81.57,62,40,10.29
3522742,Nicolás Bravo,MX,18.45,-88.92,80.6,78,40,11.41
2381972,Adrar,MR,20.5,-10.07,67.03,25,0,7.09
4513583,Hamilton,US,39.18,-84.53,32.49,59,1,6.93
4726521,San Patricio,US,28.02,-97.52,63.99,63,20,12.75
1497543,Nizhnevartovsk,RU,60.93,76.55,-14.8,75,0,6.71
5364022,La Palma,US,33.85,-118.05,68.67,15,1,5.82
2460954,Araouane,ML,18.9,-3.53,72.01,24,0,7.9
5924618,Cochrane,CA,51.18,-114.47,33.67,55,90,16.11
1712961,Gigmoto,PH,13.78,124.39,80.96,79,44,14.45
5554072,Juneau,US,58.3,-134.42,28.54,92,90,8.28
5364271,Laguna,US,38.42,-121.42,55.4,62,75,0.63
4236895,Decatur,US,39.84,-88.95,30.67,74,1,16.11
4255151,Bud,US,39.45,-86.18,30.33,73,100,10.83
6929460,Panzhihua,CN,26.59,101.71,47.93,74,0,1.61
779554,Honningsvåg,NO,70.98,25.97,36.18,83,95,11.14
2387890,Bouca,CF,6.51,18.27,72.82,26,30,1.45
739598,Sinop Province,TR,41.77,34.87,48.54,91,100,4.85
1566166,Thanh Hoa,VN,19.8,105.77,54.37,66,97,8.41
5742974,North Bend,US,43.41,-124.22,53.04,81,90,11.41
3083955,Świnoujście,PL,53.91,14.25,42.31,97,100,9.62
471607,Voskresenskoye,RU,56.84,45.43,19.51,98,99,4.14
2121025,Srednekolymsk,RU,67.45,153.68,-22.77,87,100,4.79
3416888,Grindavik,IS,63.84,-22.43,41.0,75,75,19.46
3105522,Bereda,ES,43.27,-7.54,51.33,75,100,21.0
1624041,Ternate,ID,0.8,127.4,82.99,75,82,9.95
3674580,Mongua,CO,5.75,-72.8,47.98,98,99,2.04
2034440,Tieli,CN,46.95,128.05,-15.11,84,0,4.03
1489401,Toora-Khem,RU,52.47,96.11,5.59,92,100,1.23
1337607,Kudahuvadhoo,MV,2.67,72.89,81.27,73,73,3.47
1489853,Tazovsky,RU,67.47,78.7,-8.54,87,100,18.7
1513064,Nurobod,UZ,40.91,69.8,28.4,100,75,2.24
3163146,Andenes,NO,69.31,16.12,34.99,80,36,11.41
5012495,Traverse City,US,44.76,-85.62,22.89,68,75,3.36
580931,Arkul',RU,57.28,50.04,17.13,96,100,8.84
1150965,Ranong,TH,9.97,98.63,75.2,100,20,2.24
5404476,Ukiah,US,39.15,-123.21,56.52,50,90,1.86
777682,Skjervøy,NO,70.03,20.97,31.57,92,29,7.61
1271319,Ghātsīla,IN,22.6,86.48,67.41,49,35,3.11
580716,Arzgir,RU,45.37,44.22,41.9,92,92,7.54
1789289,Dayong,CN,25.02,118.29,53.6,81,90,11.18
244878,Biltine,TD,14.53,20.92,68.36,23,9,9.46
2514651,Los Llanos de Aridane,ES,28.66,-17.92,59.16,67,40,8.05
1274267,Chichli,IN,22.83,78.82,61.43,82,22,2.15
1150210,Thap Than,TH,15.46,99.89,78.01,77,60,1.68
86049,Jalu,LY,29.03,21.55,52.52,77,1,6.53
1486321,Yar-Sale,RU,66.83,70.83,-2.74,91,100,16.37
1737185,Kapit,MY,2.02,112.93,75.94,92,89,0.78
1502725,Yugorsk,RU,61.31,63.33,14.0,96,98,4.92
3420768,Qasigiannguit,GL,68.82,-51.19,26.6,49,6,19.46
1797551,Qinzhou,CN,21.95,108.62,45.27,65,100,15.99
260895,Karpathos,GR,35.51,27.21,60.8,77,2,21.92
2359227,Kombissiri,BF,12.07,-1.34,77.0,38,0,2.24
64814,Bandarbeyla,SO,9.49,50.81,73.85,80,68,20.69
741855,Lüleburgaz,TR,41.4,27.36,42.8,100,75,6.93
2123814,Leningradskiy,RU,69.38,178.42,16.16,94,100,21.59
509234,Pitkyaranta,RU,61.57,31.48,33.85,92,100,9.73
3097257,Jelenia Góra,PL,50.9,15.73,31.33,96,100,6.49
2992863,Montceau-les-Mines,FR,46.67,4.37,47.5,93,90,1.77
2112802,Hasaki,JP,35.73,140.83,32.97,55,20,2.24
1214026,Sabang,ID,5.89,95.32,80.58,77,100,6.44
3372964,Lagoa,PT,39.05,-27.98,60.08,72,100,13.04
1179450,Dunyapur,PK,29.8,71.72,42.8,87,0,4.7
2757220,Den Helder,NL,52.96,4.76,41.63,100,75,8.05
2038665,Alihe,CN,50.57,123.72,-12.23,79,0,3.94
4787534,Sterling,US,39.01,-77.43,33.04,51,90,6.93
3128795,Barbastro,ES,42.04,0.13,38.7,100,0,3.36
236950,Obo,CF,5.4,26.49,71.38,40,66,1.43
4004293,Ixtapa,MX,20.7,-105.2,77.0,73,75,6.93
2447513,Arlit,NE,18.74,7.39,68.29,24,12,7.99
2425791,Kibala,TD,9.11,18.35,69.8,68,0,3.58
3146487,Raudeberg,NO,61.99,5.14,45.0,88,99,14.83
4319518,Chalmette,US,29.94,-89.96,51.75,76,90,4.7
3372783,Ponta Delgada,PT,37.73,-25.67,60.8,63,40,12.75
1735799,Sri Aman,MY,1.24,111.46,75.11,94,72,1.19
698131,Ovruch,UA,51.32,28.8,32.32,97,89,5.08
3182210,Belluno,IT,46.15,12.22,37.4,91,77,2.44
1521315,Līsakovsk,KZ,52.54,62.49,9.97,88,9,8.79
2455290,Kidal,ML,18.44,1.41,70.7,23,0,5.95
1282898,Pokhara,NP,28.23,83.98,53.31,33,0,5.37
2541479,Nador,MA,35.17,-2.93,51.94,71,0,1.12
1806041,Jiaocheng,CN,24.68,116.14,43.3,68,93,4.09
259289,Corinth,GR,37.94,22.96,51.01,72,0,3.42
3081699,Włoszczowa,PL,50.85,19.97,34.27,91,100,1.01
5957776,Fredericton,CA,45.95,-66.67,12.06,61,1,12.75
1847947,Shingū,JP,33.73,135.98,41.0,56,75,23.04
6118158,Red Deer,CA,52.27,-113.8,20.97,79,90,2.24
2026861,Berdigestyakh,RU,62.1,126.7,-30.77,83,2,3.15
4686163,Dickinson,US,29.46,-95.05,50.61,93,90,8.05
3156868,Folldal,NO,62.13,10.0,25.23,93,100,3.69
317106,Denizli Province,TR,37.84,29.07,42.8,93,75,6.93
5380437,Pacific Grove,US,36.62,-121.92,55.54,62,1,4.7
685223,Beceni,RO,45.38,26.78,39.2,93,75,3.36
365742,Torit,SS,4.41,32.57,75.43,30,9,4.05
2024848,Drovyanaya,RU,51.58,113.03,-20.2,75,59,2.24
6541472,Urbino,IT,43.73,12.64,38.77,72,47,4.7
219414,Basoko,CD,1.24,23.62,73.98,79,83,2.19
1717787,Catuday,PH,16.29,119.81,78.73,78,66,8.88
2120769,Talaya,RU,61.38,152.75,-21.86,83,100,7.87
686090,Asău,RO,46.43,26.4,34.0,100,0,2.68
1714733,Dingle,PH,11.0,122.67,79.18,87,53,10.09
4231997,Avera,US,33.19,-82.53,46.27,70,90,8.05
3160630,Borkenes,NO,68.77,16.17,30.7,97,46,7.0
3620661,Bocana de Paiwas,NI,12.79,-85.12,73.78,87,44,5.03
6172009,Unity,CA,52.45,-109.17,3.38,94,96,6.33
187585,Marsabit,KE,2.33,37.99,66.76,55,0,9.26
3379507,Bartica,GY,6.4,-58.62,78.8,88,20,4.7
4013094,Comonfort,MX,20.72,-100.77,70.0,34,99,5.01
186180,Moyale,KE,3.52,39.06,66.58,40,2,9.82
2120048,Ust-Nera,RU,64.57,143.2,-22.63,78,93,4.12
286245,Sur,OM,22.57,59.53,69.28,46,35,11.21
2537881,Safi,MA,32.3,-9.24,61.39,83,0,6.55
1295765,Sittwe,MM,20.15,92.9,69.01,68,54,7.47
1581047,Ha Tinh,VN,18.33,105.9,61.86,92,100,7.36
779683,Hammerfest,NO,70.66,23.68,30.2,92,40,9.17
1496073,Orlik,RU,52.52,99.83,1.83,85,92,5.23
1528121,Karakol,KG,42.49,78.39,16.02,76,76,4.54
6180550,Whitehorse,CA,60.72,-135.05,8.6,84,90,4.7
1177446,Gwadar,PK,25.12,62.33,63.1,30,0,18.21
1735902,Sibu,MY,2.3,111.82,75.79,94,40,3.36
4031742,Egvekinot,RU,66.32,-179.17,6.17,92,98,12.95
5935804,Dawson Creek,CA,55.77,-120.24,6.8,77,90,3.36
472459,Vologda,RU,59.22,39.89,17.35,97,91,5.14
723866,Podolínec,SK,49.26,20.54,29.98,100,90,2.24
3419842,Sisimiut,GL,66.94,-53.67,21.61,89,38,10.69
2034400,Tongliao,CN,43.61,122.27,-10.97,83,0,6.76
124193,Meybod,IR,32.25,54.02,37.4,74,0,4.7
2122262,Palana,RU,59.12,159.97,14.58,94,98,17.31
4703078,Kerrville,US,30.05,-99.14,61.56,17,1,14.99
2013639,Verkhnevilyuysk,RU,63.45,120.32,-24.47,86,25,4.88
2269142,Colares,PT,38.8,-9.45,59.67,100,100,26.33
6453316,Tromsø,NO,69.65,18.96,28.71,86,40,16.11
6050066,La Ronge,CA,55.1,-105.28,1.4,84,100,5.82
2019135,Nizhniy Kuranakh,RU,58.84,125.49,-24.07,80,8,0.47
290340,Manama,BH,26.22,50.58,66.2,77,0,3.36
89113,Ajdabiya,LY,30.76,20.23,57.29,68,12,7.47
1258795,Rājula,IN,21.05,71.43,64.76,57,0,14.05
1522751,Kentau,KZ,43.52,68.51,22.03,76,0,2.26
3175096,Laas,IT,46.62,10.7,36.16,61,75,3.04
4013724,Camargo,MX,27.67,-105.17,57.88,31,0,14.85
1806840,Huilong,CN,31.81,121.66,37.31,65,7,12.17
2027316,Ayan,RU,56.45,138.17,-6.25,90,100,22.03
1271934,Fatehābād,IN,29.52,75.45,48.34,48,0,4.79
10722858,Forsytheganj,BY,52.63,29.73,30.78,98,75,3.94
6100799,Pemberton,CA,50.32,-122.8,38.89,100,90,5.82
3598787,Champerico,GT,14.3,-91.92,76.39,66,40,9.17
6014443,Lac du Bonnet,CA,50.25,-96.06,9.1,77,100,4.7
2652885,Cleethorpes,GB,53.56,-0.03,44.08,93,59,10.29
5991056,Kenora,CA,49.82,-94.43,6.4,84,90,8.05
2126682,Bilibino,RU,68.05,166.44,-6.75,88,97,1.07
1487332,Verkhnyaya Inta,RU,65.98,60.31,12.27,95,99,12.26
2360541,Gayéri,BF,12.65,0.49,75.78,20,6,7.2
5859699,College,US,64.86,-147.8,10.4,66,90,6.93
3987309,San Diego de la Unión,MX,21.47,-100.87,70.0,34,39,5.01
1507873,Chik,RU,54.99,82.43,8.6,78,90,6.71
1242110,Kalmunai,LK,7.42,81.82,76.78,80,46,3.87
293842,Kiryat Gat,IL,31.61,34.76,61.63,55,51,3.0
2123979,Kuril'sk,RU,45.23,147.88,24.84,92,100,26.98
5354943,Half Moon Bay,US,37.46,-122.43,55.71,71,75,10.29
699811,Nova Odesa,UA,47.31,31.79,33.58,93,58,9.91
1266475,Kishtwār,IN,33.32,75.77,28.8,71,0,5.28
632978,Vaasa,FI,63.1,21.62,38.68,100,90,9.17
1687186,Sarangani,PH,5.4,125.46,82.89,68,94,4.29
58933,Garoowe,SO,8.41,48.48,65.05,68,66,6.58
2636790,Stornoway,GB,58.21,-6.39,45.18,81,78,13.87
5392593,San Ramon,US,37.78,-121.98,57.34,41,90,3.15
3622716,Nicoya,CR,10.15,-85.45,82.4,69,40,12.75
2037799,Datong,CN,40.09,113.29,5.11,81,0,2.64
370737,Malakal,SS,9.53,31.66,75.02,22,80,6.08
2122605,Okhotsk,RU,59.38,143.3,0.0,84,63,22.62
2446796,Bilma,NE,18.69,12.92,59.81,32,23,4.88
364933,Umm Kaddadah,SD,13.6,26.69,66.51,27,0,15.41
1214488,Meulaboh,ID,4.14,96.13,76.05,84,100,5.35
1215502,Banda Aceh,ID,5.56,95.32,78.48,79,100,5.19
1863978,Nishifukuma,JP,33.77,130.47,38.05,48,75,16.11
